index,Product,Product_ID,Arrival,Maximum,Weight(kg)
151,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-28,40.0,37.5
152,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-28,60.0,55.0
153,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-28,24.0,23.5
154,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-28,20.0,19.5
155,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-28,40.0,37.5
156,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-28,35.0,32.5
157,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-28,28.0,26.0
158,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-30,120.0,115.0
159,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-30,50.0,45.0
160,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-30,40.0,37.5
161,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-30,45.0,42.5
162,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-30,20.0,17.5
163,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-30,400.0,300.0
164,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-30,60.0,55.0
165,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-30,45.0,42.5
166,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-30,24.0,23.5
167,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-30,20.0,19.5
168,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-30,50.0,47.5
169,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-30,30.0,27.5
170,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-30,22.0,20.0
171,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-01,120.0,115.0
172,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-01,50.0,45.0
173,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-01,40.0,37.5
174,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-01,50.0,47.5
175,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-01,260.0,255.0
176,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-01,20.0,17.5
177,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-01,400.0,300.0
178,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-01,60.0,55.0
179,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-01,45.0,42.5
180,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-01,60.0,57.5
181,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-01,24.0,23.0
182,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-01,20.0,19.5
183,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-07-01,50.0,47.5
184,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-01,30.0,27.5
185,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-01,20.0,17.5
186,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-02,130.0,120.0
187,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-02,50.0,45.0
188,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-02,35.0,32.5
189,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-02,50.0,47.5
190,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-02,250.0,240.0
191,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-02,150.0,85.0
192,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-02,400.0,300.0
193,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-02,60.0,55.0
194,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-02,42.0,40.0
195,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-02,60.0,57.5
196,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-02,24.0,23.5
197,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-02,20.0,19.0
198,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-02,35.0,32.5
199,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-02,20.0,17.5
200,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-03,120.0,115.0
201,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-03,50.0,45.0
202,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-03,40.0,37.5
203,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-03,50.0,47.5
204,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-03,260.0,255.0
205,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-03,20.0,17.5
206,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-03,400.0,300.0
207,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-03,60.0,55.0
208,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-03,45.0,42.5
209,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-03,60.0,57.5
210,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-03,23.0,22.5
211,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-03,19.0,18.5
212,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-03,35.0,32.5
213,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-03,18.0,16.0
214,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-04,110.0,105.0
215,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-04,50.0,45.0
216,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-04,40.0,37.5
217,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-04,50.0,47.5
218,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-04,260.0,255.0
219,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-04,20.0,17.5
220,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-04,400.0,300.0
221,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-04,60.0,55.0
222,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-04,44.0,42.0
223,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-04,60.0,55.0
224,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-04,24.0,23.5
225,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-04,19.0,18.5
226,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-04,35.0,32.5
227,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-04,18.0,16.0
228,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-05,110.0,105.0
229,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-05,50.0,45.0
230,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-05,40.0,37.5
231,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-05,50.0,47.5
232,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-05,260.0,255.0
233,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-05,20.0,17.5
234,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-05,400.0,300.0
235,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-05,60.0,55.0
236,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-05,45.0,42.5
237,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-05,60.0,55.0
238,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-05,24.0,23.0
239,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-05,19.0,18.5
240,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-05,35.0,32.5
241,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-05,24.0,21.0
242,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-09,110.0,105.0
243,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-09,50.0,45.0
244,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-09,40.0,39.0
245,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-09,40.0,37.5
246,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-09,260.0,255.0
247,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-09,20.0,17.5
248,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-09,400.0,300.0
249,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-09,70.0,60.0
250,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-09,40.0,37.5
251,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-09,60.0,55.0
252,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-09,24.0,23.5
253,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-09,20.0,19.0
254,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-09,60.0,57.5
255,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-09,25.0,22.5
256,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-10,120.0,115.0
257,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-10,60.0,55.0
258,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-10,45.0,42.5
259,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-10,40.0,37.5
260,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-10,270.0,260.0
261,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-10,20.0,17.5
262,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-10,500.0,400.0
263,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-10,80.0,75.0
264,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-10,40.0,37.5
265,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-10,60.0,55.0
266,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-10,24.0,23.5
267,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-10,20.0,19.0
268,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-10,60.0,57.5
269,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-10,35.0,32.5
270,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-11,110.0,105.0
271,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-11,60.0,55.0
272,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-11,40.0,37.5
273,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-11,40.0,37.5
274,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-11,260.0,255.0
275,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-11,18.0,16.5
276,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-11,500.0,400.0
277,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-11,70.0,65.0
278,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-11,36.0,34.0
279,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-11,60.0,55.0
280,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-11,24.0,23.5
281,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-11,20.0,19.0
282,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-11,60.0,57.5
