index,Product,Product_ID,Arrival,Maximum,Weight(kg)
88,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-21,50.0,151
89,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-21,55.0,10
90,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-21,60.0,62
91,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-21,22.0,78
92,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-21,17.0,65
93,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-21,40.0,29
94,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-21,30.0,152
95,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-21,20.0,148
96,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-25,130.0,116
97,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-25,70.0,94
98,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-25,40.0,122
99,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-06-25,80.0,43
100,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-25,45.0,174
101,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-06-25,260.0,10
102,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-25,25.0,54
103,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-25,400.0,19
104,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-25,60.0,27
105,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-25,45.0,143
106,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-25,60.0,180
107,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-25,25.0,128
108,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-25,18.0,75
109,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-25,45.0,40
110,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-25,35.0,23
111,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-25,30.0,59
112,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-26,130.0,56
113,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-26,70.0,138
114,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-26,35.0,189
115,Brocauli,e4e405bc-d99b-4fbf-bb35-2e08fd6a8862,2013-06-26,80.0,35
116,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-26,40.0,56
117,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-06-26,260.0,18
118,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-26,25.0,39
119,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-26,400.0,27
120,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-26,60.0,12
121,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-26,40.0,118
122,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-26,60.0,26
123,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-26,23.0,155
124,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-26,18.0,197
125,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-26,40.0,171
126,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-26,35.0,124
127,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-26,25.0,122
128,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-27,120.0,73
129,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-27,60.0,175
130,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-27,40.0,26
131,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-27,42.0,22
132,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-06-27,260.0,108
133,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-27,20.0,111
134,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-27,400.0,109
135,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-27,60.0,11
136,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-27,40.0,190
137,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-27,60.0,102
138,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-27,24.0,32
139,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-27,20.0,68
140,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-27,40.0,123
141,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-27,35.0,117
142,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-27,24.0,145
143,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-28,120.0,121
144,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-28,60.0,144
145,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-28,40.0,150
146,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-28,42.0,35
147,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-06-28,260.0,130
148,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-28,20.0,66
149,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-28,400.0,81
150,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-28,60.0,87
151,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-28,40.0,178
152,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-06-28,60.0,18
153,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-28,24.0,85
154,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-28,20.0,115
155,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-28,40.0,79
156,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-28,35.0,29
157,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-28,28.0,77
158,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-06-30,120.0,136
159,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-06-30,50.0,51
160,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-06-30,40.0,47
161,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-06-30,45.0,171
162,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-06-30,20.0,33
163,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-06-30,400.0,157
164,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-06-30,60.0,185
165,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-06-30,45.0,97
166,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-06-30,24.0,200
167,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-06-30,20.0,158
168,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-06-30,50.0,89
169,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-06-30,30.0,171
170,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-06-30,22.0,20
171,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-01,120.0,88
172,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-01,50.0,72
173,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-01,40.0,78
174,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-01,50.0,150
175,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-01,260.0,177
176,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-01,20.0,47
177,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-01,400.0,68
178,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-01,60.0,36
179,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-01,45.0,197
180,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-01,60.0,172
181,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-01,24.0,73
182,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-01,20.0,180
183,Raddish Red,6cb2fc31-28a9-41e0-8097-b6fc0c27af26,2013-07-01,50.0,136
184,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-01,30.0,34
185,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-01,20.0,71
186,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-02,130.0,196
187,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-02,50.0,78
188,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-02,35.0,71
189,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-02,50.0,52
190,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-02,250.0,142
191,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-02,150.0,187
192,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-02,400.0,130
193,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-02,60.0,158
194,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-02,42.0,11
195,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-02,60.0,50
196,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-02,24.0,165
197,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-02,20.0,88
198,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-02,35.0,90
199,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-02,20.0,122
200,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-03,120.0,19
201,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-03,50.0,186
202,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-03,40.0,136
203,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-03,50.0,105
204,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-03,260.0,138
205,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-03,20.0,138
206,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-03,400.0,76
207,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-03,60.0,132
208,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-03,45.0,125
209,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-03,60.0,75
210,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-03,23.0,161
211,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-03,19.0,45
212,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-03,35.0,190
213,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-03,18.0,161
214,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-04,110.0,103
215,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-04,50.0,61
216,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-04,40.0,127
217,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-04,50.0,117
218,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-04,260.0,194
219,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-04,20.0,27
220,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-04,400.0,157
221,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-04,60.0,81
222,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-04,44.0,151
223,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-04,60.0,194
224,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-04,24.0,138
225,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-04,19.0,149
226,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-04,35.0,83
227,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-04,18.0,32
228,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-05,110.0,44
229,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-05,50.0,120
230,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-05,40.0,70
231,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-05,50.0,150
232,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-05,260.0,197
233,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-05,20.0,54
234,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-05,400.0,18
235,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-05,60.0,126
236,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-05,45.0,162
237,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-05,60.0,48
238,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-05,24.0,147
239,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-05,19.0,20
240,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-05,35.0,125
241,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-05,24.0,131
242,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-09,110.0,143
243,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-09,50.0,16
244,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-09,40.0,152
245,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-09,40.0,194
246,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-09,260.0,105
247,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-09,20.0,130
248,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-09,400.0,122
249,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-09,70.0,200
250,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-09,40.0,113
251,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-09,60.0,65
252,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-09,24.0,140
253,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-09,20.0,13
254,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-09,60.0,74
255,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-09,25.0,170
256,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-10,120.0,67
257,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-10,60.0,44
258,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-10,45.0,25
259,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-10,40.0,44
260,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-10,270.0,113
261,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-10,20.0,150
262,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-10,500.0,71
263,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-10,80.0,46
264,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-10,40.0,200
265,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-10,60.0,147
266,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-10,24.0,26
267,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-10,20.0,15
268,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-10,60.0,11
269,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-10,35.0,183
270,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-11,110.0,189
271,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-11,60.0,55
272,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-11,40.0,143
273,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-11,40.0,114
274,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-11,260.0,117
275,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-11,18.0,61
276,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-11,500.0,29
277,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-11,70.0,106
278,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-11,36.0,171
279,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-11,60.0,174
280,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-11,24.0,185
281,Potato White,ea128527-26a8-4695-97b6-8165126a2715,2013-07-11,20.0,28
282,Tomato Big,69735793-757e-4ae3-91a6-9d2008488d2c,2013-07-11,60.0,21
283,Tomato Small,71bc2956-caeb-4db5-99ff-afd72743ade0,2013-07-11,38.0,83
284,Apple,3d7baeff-1387-490a-9981-04234e88299a,2013-07-12,110.0,77
285,Banana,666473ac-2a7f-476d-9001-cf98ffe7259c,2013-07-12,60.0,64
286,Brinjal Long,6d0ecdf6-efed-41c0-8a1f-aa813a1ab73f,2013-07-12,40.0,38
287,Carrot,d95b26ec-17e4-448d-b8e1-8c9f74ce61b7,2013-07-12,50.0,187
288,Grapes,392b24b1-21cc-4598-869d-abcbe32184ec,2013-07-12,260.0,171
289,Jack Fruit,0967140c-9917-4b4f-a207-b93430644c02,2013-07-12,20.0,139
290,Lime,bc3efa88-b283-4ecd-9745-88675d66951e,2013-07-12,500.0,131
291,Mango,d9025412-35e3-460a-9d59-dfb94c1a4ce1,2013-07-12,70.0,91
292,Okara,49de6113-2a81-466c-8ab1-7835a6e8adde,2013-07-12,35.0,18
293,Papaya,cea735fb-4ea1-4970-8c5c-c250b671a1a0,2013-07-12,50.0,67
294,Potato Red,08f3acc4-5c89-4a21-ba0c-b1cd10ff55c5,2013-07-12,24.0,62
